n,m,is_metal,diameter,chiral_angle,peakposition,peakhight
38,25,0,43.621923,23.206045,0.480000,0.123048
38,25,0,43.621923,23.206045,0.656000,0.139523
38,25,0,43.621923,23.206045,0.768000,0.173935
38,25,0,43.621923,23.206045,0.924000,0.192288
38,25,0,43.621923,23.206045,1.052000,0.227742
38,25,0,43.621923,23.206045,1.182000,0.197085
38,25,0,43.621923,23.206045,1.328000,0.234625
38,25,0,43.621923,23.206045,1.426000,0.267576
38,25,0,43.621923,23.206045,1.592000,0.278213
38,25,0,43.621923,23.206045,1.656000,0.301988
38,25,0,43.621923,23.206045,1.840000,0.337651
38,25,0,43.621923,23.206045,1.870000,0.344533
38,25,0,43.621923,23.206045,2.070000,0.478217
38,25,0,43.621923,23.206045,2.246000,0.377068
38,25,0,43.621923,23.206045,2.280000,0.417945
38,25,0,43.621923,23.206045,2.406000,0.420864
38,25,0,43.621923,23.206045,2.462000,0.504078
38,25,0,43.621923,23.206045,2.544000,0.483848
38,25,0,43.621923,23.206045,2.616000,0.548709
38,25,0,43.621923,23.206045,2.660000,0.535987
38,25,0,43.621923,23.206045,2.738000,0.590003
38,25,0,43.621923,23.206045,2.754000,0.616072
38,25,0,43.621923,23.206045,2.828000,0.732863
38,25,0,43.621923,23.206045,2.872000,0.701788
38,25,0,43.621923,23.206045,2.882000,0.811071
38,25,0,43.621923,23.206045,2.906000,0.824836
38,25,0,43.621923,23.206045,2.966000,0.604810
38,26,1,44.260239,23.821609,0.284000,0.125590
38,26,1,44.260239,23.821609,0.556000,0.121273
38,26,1,44.260239,23.821609,0.568000,0.168343
38,26,1,44.260239,23.821609,0.824000,0.157244
38,26,1,44.260239,23.821609,0.850000,0.210070
38,26,1,44.260239,23.821609,1.084000,0.208836
38,26,1,44.260239,23.821609,1.126000,0.245013
38,26,1,44.260239,23.821609,1.330000,0.229185
38,26,1,44.260239,23.821609,1.394000,0.289616
38,26,1,44.260239,23.821609,1.564000,0.265567
38,26,1,44.260239,23.821609,1.650000,0.288383
38,26,1,44.260239,23.821609,1.784000,0.316338
38,26,1,44.260239,23.821609,1.890000,0.325176
38,26,1,44.260239,23.821609,1.986000,0.344086
38,26,1,44.260239,23.821609,2.110000,0.387251
38,26,1,44.260239,23.821609,2.172000,0.379852
38,26,1,44.260239,23.821609,2.310000,0.442544
38,26,1,44.260239,23.821609,2.338000,0.453027
38,26,1,44.260239,23.821609,2.484000,0.661863
38,26,1,44.260239,23.821609,2.610000,0.450149
38,26,1,44.260239,23.821609,2.630000,0.566283
38,26,1,44.260239,23.821609,2.712000,0.526613
38,26,1,44.260239,23.821609,2.746000,0.601637
38,26,1,44.260239,23.821609,2.794000,0.605543
38,26,1,44.260239,23.821609,2.832000,0.634319
38,26,1,44.260239,23.821609,2.852000,0.690845
38,26,1,44.260239,23.821609,2.882000,0.782519
38,26,1,44.260239,23.821609,2.928000,0.668851
38,27,0,44.903518,24.419604,0.092000,0.039710
38,27,0,44.903518,24.419604,0.184000,0.062807
38,27,0,44.903518,24.419604,0.372000,0.095426
38,27,0,44.903518,24.419604,0.460000,0.102314
38,27,0,44.903518,24.419604,0.652000,0.148305
38,27,0,44.903518,24.419604,0.728000,0.141012
38,27,0,44.903518,24.419604,0.928000,0.194701
38,27,0,44.903518,24.419604,0.986000,0.202400
38,27,0,44.903518,24.419604,1.198000,0.203211
38,27,0,44.903518,24.419604,1.236000,0.240490
38,27,0,44.903518,24.419604,1.456000,0.260547
38,27,0,44.903518,24.419604,1.472000,0.300460
38,27,0,44.903518,24.419604,1.696000,0.267031
38,27,0,44.903518,24.419604,1.704000,0.376031
38,27,0,44.903518,24.419604,1.904000,0.285265
38,27,0,44.903518,24.419604,1.936000,0.337131
38,27,0,44.903518,24.419604,2.094000,0.358607
38,27,0,44.903518,24.419604,2.148000,0.387984
38,27,0,44.903518,24.419604,2.268000,0.356986
38,27,0,44.903518,24.419604,2.338000,0.451197
38,27,0,44.903518,24.419604,2.420000,0.425871
38,27,0,44.903518,24.419604,2.504000,0.484626
38,27,0,44.903518,24.419604,2.554000,0.480169
38,27,0,44.903518,24.419604,2.644000,0.539937
38,27,0,44.903518,24.419604,2.668000,0.533048
38,27,0,44.903518,24.419604,2.828000,0.598084
38,27,0,44.903518,24.419604,2.874000,0.713365
38,27,0,44.903518,24.419604,2.884000,0.796229
38,27,0,44.903518,24.419604,2.906000,0.790961
38,27,0,44.903518,24.419604,2.960000,0.670615
38,28,0,45.551550,25.000645,0.092000,0.033154
38,28,0,45.551550,25.000645,0.184000,0.058318
38,28,0,45.551550,25.000645,0.364000,0.086279
38,28,0,45.551550,25.000645,0.460000,0.103455
38,28,0,45.551550,25.000645,0.630000,0.136609
38,28,0,45.551550,25.000645,0.734000,0.145596
38,28,0,45.551550,25.000645,0.890000,0.179349
38,28,0,45.551550,25.000645,1.002000,0.201917
38,28,0,45.551550,25.000645,1.140000,0.211105
38,28,0,45.551550,25.000645,1.264000,0.239065
38,28,0,45.551550,25.000645,1.380000,0.256042
38,28,0,45.551550,25.000645,1.516000,0.278810
38,28,0,45.551550,25.000645,1.606000,0.287198
38,28,0,45.551550,25.000645,1.756000,0.286799
38,28,0,45.551550,25.000645,1.818000,0.323947
38,28,0,45.551550,25.000645,1.978000,0.359497
38,28,0,45.551550,25.000645,2.014000,0.362692
38,28,0,45.551550,25.000645,2.182000,0.397444
38,28,0,45.551550,25.000645,2.194000,0.436789
38,28,0,45.551550,25.000645,2.354000,0.389655
38,28,0,45.551550,25.000645,2.364000,0.490314
38,28,0,45.551550,25.000645,2.496000,0.436589
38,28,0,45.551550,25.000645,2.524000,0.478331
38,28,0,45.551550,25.000645,2.618000,0.493310
38,28,0,45.551550,25.000645,2.656000,0.551628
38,28,0,45.551550,25.000645,2.718000,0.538447
38,28,0,45.551550,25.000645,2.762000,0.615539
38,28,0,45.551550,25.000645,2.798000,0.589775
38,28,0,45.551550,25.000645,2.838000,0.679250
38,28,0,45.551550,25.000645,2.854000,0.709008
38,28,0,45.551550,25.000645,2.926000,0.666667
38,29,1,46.204135,25.565331,0.272000,0.106917
38,29,1,46.204135,25.565331,0.536000,0.098450
38,29,1,46.204135,25.565331,0.542000,0.158504
38,29,1,46.204135,25.565331,0.794000,0.154763
38,29,1,46.204135,25.565331,0.812000,0.172484
38,29,1,46.204135,25.565331,1.046000,0.198672
38,29,1,46.204135,25.565331,1.074000,0.235492
38,29,1,46.204135,25.565331,1.286000,0.218559
38,29,1,46.204135,25.565331,1.328000,0.257151
38,29,1,46.204135,25.565331,1.516000,0.261089
38,29,1,46.204135,25.565331,1.574000,0.262664
38,29,1,46.204135,25.565331,1.732000,0.294956
38,29,1,46.204135,25.565331,1.804000,0.344968
38,29,1,46.204135,25.565331,1.934000,0.311102
38,29,1,46.204135,25.565331,2.018000,0.369975
38,29,1,46.204135,25.565331,2.118000,0.361902
38,29,1,46.204135,25.565331,2.214000,0.406007
38,29,1,46.204135,25.565331,2.286000,0.406598
38,29,1,46.204135,25.565331,2.390000,0.396950
38,29,1,46.204135,25.565331,2.436000,0.423728
38,29,1,46.204135,25.565331,2.540000,0.468031
38,29,1,46.204135,25.565331,2.566000,0.464880
38,29,1,46.204135,25.565331,2.668000,0.533204
38,29,1,46.204135,25.565331,2.762000,0.545018
38,29,1,46.204135,25.565331,2.830000,0.622794
38,29,1,46.204135,25.565331,2.874000,0.716715
38,29,1,46.204135,25.565331,2.956000,0.659614
38,30,0,46.861083,26.114235,0.088000,0.036886
38,30,0,46.861083,26.114235,0.178000,0.055718
38,30,0,46.861083,26.114235,0.356000,0.091051
38,30,0,46.861083,26.114235,0.442000,0.097458
38,30,0,46.861083,26.114235,0.624000,0.117454
38,30,0,46.861083,26.114235,0.700000,0.158418
38,30,0,46.861083,26.114235,0.886000,0.183268
38,30,0,46.861083,26.114235,0.952000,0.178026
38,30,0,46.861083,26.114235,1.142000,0.216077
38,30,0,46.861083,26.114235,1.194000,0.235685
38,30,0,46.861083,26.114235,1.390000,0.255876
38,30,0,46.861083,26.114235,1.426000,0.277619
38,30,0,46.861083,26.114235,1.626000,0.282084
38,30,0,46.861083,26.114235,1.646000,0.288103
38,30,0,46.861083,26.114235,1.850000,0.439531
38,30,0,46.861083,26.114235,2.042000,0.303828
38,30,0,46.861083,26.114235,2.056000,0.412352
38,30,0,46.861083,26.114235,2.214000,0.360517
38,30,0,46.861083,26.114235,2.244000,0.431572
38,30,0,46.861083,26.114235,2.372000,0.374689
38,30,0,46.861083,26.114235,2.412000,0.466517
38,30,0,46.861083,26.114235,2.508000,0.446326
38,30,0,46.861083,26.114235,2.558000,0.468264
38,30,0,46.861083,26.114235,2.626000,0.495249
38,30,0,46.861083,26.114235,2.678000,0.537572
38,30,0,46.861083,26.114235,2.724000,0.557568
38,30,0,46.861083,26.114235,2.774000,0.594455
38,30,0,46.861083,26.114235,2.800000,0.617557
38,30,0,46.861083,26.114235,2.844000,0.676381
38,30,0,46.861083,26.114235,2.856000,0.693077
38,30,0,46.861083,26.114235,2.888000,0.881781
38,30,0,46.861083,26.114235,2.924000,0.687642
38,31,0,47.522212,26.647915,0.088000,0.033502
38,31,0,47.522212,26.647915,0.176000,0.060495
38,31,0,47.522212,26.647915,0.350000,0.074661
38,31,0,47.522212,26.647915,0.440000,0.098208
38,31,0,47.522212,26.647915,0.606000,0.128647
38,31,0,47.522212,26.647915,0.700000,0.150662
38,31,0,47.522212,26.647915,0.858000,0.172295
38,31,0,47.522212,26.647915,0.958000,0.182441
38,31,0,47.522212,26.647915,1.102000,0.185121
38,31,0,47.522212,26.647915,1.208000,0.212497
38,31,0,47.522212,26.647915,1.336000,0.207902
38,31,0,47.522212,26.647915,1.448000,0.267248
38,31,0,47.522212,26.647915,1.558000,0.254613
38,31,0,47.522212,26.647915,1.678000,0.263419
38,31,0,47.522212,26.647915,1.766000,0.298644
38,31,0,47.522212,26.647915,1.892000,0.332337
38,31,0,47.522212,26.647915,1.962000,0.344781
38,31,0,47.522212,26.647915,2.092000,0.339803
38,31,0,47.522212,26.647915,2.142000,0.367562
38,31,0,47.522212,26.647915,2.272000,0.398575
38,31,0,47.522212,26.647915,2.304000,0.424993
38,31,0,47.522212,26.647915,2.434000,0.410827
38,31,0,47.522212,26.647915,2.448000,0.467876
38,31,0,47.522212,26.647915,2.574000,0.585227
38,31,0,47.522212,26.647915,2.682000,0.466918
38,31,0,47.522212,26.647915,2.688000,0.590588
38,31,0,47.522212,26.647915,2.766000,0.550003
38,31,0,47.522212,26.647915,2.780000,0.637873
38,31,0,47.522212,26.647915,2.832000,0.640362
38,31,0,47.522212,26.647915,2.846000,0.701622
38,31,0,47.522212,26.647915,2.886000,0.815911
38,31,0,47.522212,26.647915,2.904000,0.856304
38,31,0,47.522212,26.647915,2.952000,0.672332
38,32,1,48.187352,27.166905,0.260000,0.120074
38,32,1,48.187352,27.166905,0.520000,0.137821
38,32,1,48.187352,27.166905,0.766000,0.136122
38,32,1,48.187352,27.166905,0.776000,0.172748
38,32,1,48.187352,27.166905,1.010000,0.162742
38,32,1,48.187352,27.166905,1.026000,0.227499
38,32,1,48.187352,27.166905,1.244000,0.213528
38,32,1,48.187352,27.166905,1.270000,0.246190
38,32,1,48.187352,27.166905,1.470000,0.220325
38,32,1,48.187352,27.166905,1.504000,0.257895
38,32,1,48.187352,27.166905,1.682000,0.283005
38,32,1,48.187352,27.166905,1.726000,0.281872
38,32,1,48.187352,27.166905,1.882000,0.294899
38,32,1,48.187352,27.166905,1.932000,0.342476
38,32,1,48.187352,27.166905,2.066000,0.347385
38,32,1,48.187352,27.166905,2.124000,0.373627
38,32,1,48.187352,27.166905,2.234000,0.372872
38,32,1,48.187352,27.166905,2.298000,0.409499
38,32,1,48.187352,27.166905,2.386000,0.417428
38,32,1,48.187352,27.166905,2.454000,0.426301
38,32,1,48.187352,27.166905,2.520000,0.466704
38,32,1,48.187352,27.166905,2.586000,0.482940
38,32,1,48.187352,27.166905,2.634000,0.506162
38,32,1,48.187352,27.166905,2.698000,0.545809
38,32,1,48.187352,27.166905,2.728000,0.551096
38,32,1,48.187352,27.166905,2.786000,0.576205
38,32,1,48.187352,27.166905,2.804000,0.600371
38,32,1,48.187352,27.166905,2.848000,0.657199
38,32,1,48.187352,27.166905,2.888000,0.899991
38,32,1,48.187352,27.166905,2.922000,0.714404
38,32,1,48.187352,27.166905,2.990000,0.640396
38,33,0,48.856337,27.671724,0.086000,0.029608
38,33,0,48.856337,27.671724,0.170000,0.059401
38,33,0,48.856337,27.671724,0.342000,0.084912
38,33,0,48.856337,27.671724,0.424000,0.107071
38,33,0,48.856337,27.671724,0.596000,0.130534
38,33,0,48.856337,27.671724,0.674000,0.149341
38,33,0,48.856337,27.671724,0.848000,0.141334
38,33,0,48.856337,27.671724,0.918000,0.188259
38,33,0,48.856337,27.671724,1.092000,0.207625
38,33,0,48.856337,27.671724,1.154000,0.223639
38,33,0,48.856337,27.671724,1.328000,0.229970
38,33,0,48.856337,27.671724,1.380000,0.249336
38,33,0,48.856337,27.671724,1.556000,0.262744
38,33,0,48.856337,27.671724,1.596000,0.289372
38,33,0,48.856337,27.671724,1.770000,0.300731
38,33,0,48.856337,27.671724,1.800000,0.328104
38,33,0,48.856337,27.671724,1.972000,0.299427
38,33,0,48.856337,27.671724,1.990000,0.332386
38,33,0,48.856337,27.671724,2.156000,0.368325
38,33,0,48.856337,27.671724,2.164000,0.396443
38,33,0,48.856337,27.671724,2.324000,0.506866
38,33,0,48.856337,27.671724,2.462000,0.434616
38,33,0,48.856337,27.671724,2.472000,0.502024
38,33,0,48.856337,27.671724,2.584000,0.469438
38,33,0,48.856337,27.671724,2.600000,0.530515
38,33,0,48.856337,27.671724,2.688000,0.480610
38,33,0,48.856337,27.671724,2.706000,0.566081
38,33,0,48.856337,27.671724,2.770000,0.561798
38,33,0,48.856337,27.671724,2.790000,0.622130
38,33,0,48.856337,27.671724,2.834000,0.625668
38,33,0,48.856337,27.671724,2.876000,0.738140
38,33,0,48.856337,27.671724,2.904000,0.839811
38,33,0,48.856337,27.671724,2.950000,0.617289
38,34,0,49.529012,28.162867,0.084000,0.037104
38,34,0,49.529012,28.162867,0.168000,0.058962
38,34,0,49.529012,28.162867,0.336000,0.079534
38,34,0,49.529012,28.162867,0.420000,0.102678
38,34,0,49.529012,28.162867,0.584000,0.128026
38,34,0,49.529012,28.162867,0.670000,0.142904
38,34,0,49.529012,28.162867,0.828000,0.143639
38,34,0,49.529012,28.162867,0.916000,0.187539
38,34,0,49.529012,28.162867,1.064000,0.198193
38,34,0,49.529012,28.162867,1.154000,0.210683
38,34,0,49.529012,28.162867,1.292000,0.229235
38,34,0,49.529012,28.162867,1.386000,0.224276
38,34,0,49.529012,28.162867,1.510000,0.259359
38,34,0,49.529012,28.162867,1.606000,0.259910
38,34,0,49.529012,28.162867,1.716000,0.283972
38,34,0,49.529012,28.162867,1.814000,0.287462
38,34,0,49.529012,28.162867,1.910000,0.321627
38,34,0,49.529012,28.162867,2.008000,0.319239
38,34,0,49.529012,28.162867,2.090000,0.364792
38,34,0,49.529012,28.162867,2.186000,0.388487
38,34,0,49.529012,28.162867,2.254000,0.385916
38,34,0,49.529012,28.162867,2.346000,0.404100
38,34,0,49.529012,28.162867,2.400000,0.421917
38,34,0,49.529012,28.162867,2.490000,0.461041
38,34,0,49.529012,28.162867,2.530000,0.469491
38,34,0,49.529012,28.162867,2.612000,0.486573
38,34,0,49.529012,28.162867,2.642000,0.527167
38,34,0,49.529012,28.162867,2.714000,0.529738
38,34,0,49.529012,28.162867,2.734000,0.584108
38,34,0,49.529012,28.162867,2.796000,0.553250
38,34,0,49.529012,28.162867,2.806000,0.650968
38,34,0,49.529012,28.162867,2.888000,0.943757
38,34,0,49.529012,28.162867,2.920000,0.745197
38,34,0,49.529012,28.162867,2.986000,0.583006
38,35,1,50.205229,28.640814,0.248000,0.120322
38,35,1,50.205229,28.640814,0.496000,0.168886
38,35,1,50.205229,28.640814,0.742000,0.196067
38,35,1,50.205229,28.640814,0.974000,0.172872
38,35,1,50.205229,28.640814,0.982000,0.228684
38,35,1,50.205229,28.640814,1.204000,0.213282
38,35,1,50.205229,28.640814,1.214000,0.248980
38,35,1,50.205229,28.640814,1.424000,0.244993
38,35,1,50.205229,28.640814,1.440000,0.250067
38,35,1,50.205229,28.640814,1.634000,0.238832
38,35,1,50.205229,28.640814,1.652000,0.307872
38,35,1,50.205229,28.640814,1.830000,0.294463
38,35,1,50.205229,28.640814,1.854000,0.345020
38,35,1,50.205229,28.640814,2.014000,0.327986
38,35,1,50.205229,28.640814,2.042000,0.353899
38,35,1,50.205229,28.640814,2.184000,0.369302
38,35,1,50.205229,28.640814,2.214000,0.393040
38,35,1,50.205229,28.640814,2.338000,0.368033
38,35,1,50.205229,28.640814,2.368000,0.428013
38,35,1,50.205229,28.640814,2.474000,0.438704
38,35,1,50.205229,28.640814,2.506000,0.473496
38,35,1,50.205229,28.640814,2.592000,0.463892
38,35,1,50.205229,28.640814,2.624000,0.511731
38,35,1,50.205229,28.640814,2.694000,0.477845
38,35,1,50.205229,28.640814,2.722000,0.557033
38,35,1,50.205229,28.640814,2.774000,0.574248
38,35,1,50.205229,28.640814,2.800000,0.594543
38,35,1,50.205229,28.640814,2.836000,0.612664
38,35,1,50.205229,28.640814,2.876000,0.730086
38,35,1,50.205229,28.640814,2.904000,0.819603
38,35,1,50.205229,28.640814,2.946000,0.672100
38,36,0,50.884846,29.106026,0.082000,0.036294
38,36,0,50.884846,29.106026,0.164000,0.056139
38,36,0,50.884846,29.106026,0.328000,0.076700
38,36,0,50.884846,29.106026,0.408000,0.102267
38,36,0,50.884846,29.106026,0.572000,0.106200
38,36,0,50.884846,29.106026,0.650000,0.129800
38,36,0,50.884846,29.106026,0.812000,0.135521
38,36,0,50.884846,29.106026,0.886000,0.179324
38,36,0,50.884846,29.106026,1.046000,0.176106
38,36,0,50.884846,29.106026,1.116000,0.206142
38,36,0,50.884846,29.106026,1.272000,0.219551
38,36,0,50.884846,29.106026,1.338000,0.216154
38,36,0,50.884846,29.106026,1.490000,0.252091
38,36,0,50.884846,29.106026,1.550000,0.241900
38,36,0,50.884846,29.106026,1.698000,0.273366
38,36,0,50.884846,29.106026,1.750000,0.312163
38,36,0,50.884846,29.106026,1.892000,0.310912
38,36,0,50.884846,29.106026,1.938000,0.344524
38,36,0,50.884846,29.106026,2.074000,0.353106
38,36,0,50.884846,29.106026,2.112000,0.374918
38,36,0,50.884846,29.106026,2.240000,0.383857
38,36,0,50.884846,29.106026,2.272000,0.382069
38,36,0,50.884846,29.106026,2.390000,0.403702
38,36,0,50.884846,29.106026,2.414000,0.442678
38,36,0,50.884846,29.106026,2.522000,0.455372
38,36,0,50.884846,29.106026,2.540000,0.485766
38,36,0,50.884846,29.106026,2.636000,0.461272
38,36,0,50.884846,29.106026,2.648000,0.533681
38,36,0,50.884846,29.106026,2.730000,0.517769
38,36,0,50.884846,29.106026,2.738000,0.596257
38,36,0,50.884846,29.106026,2.858000,0.771290
38,36,0,50.884846,29.106026,2.890000,0.893223
38,36,0,50.884846,29.106026,2.920000,0.685650
38,36,0,50.884846,29.106026,2.980000,0.639344
38,37,0,51.567729,29.558946,0.080000,0.032638
38,37,0,51.567729,29.558946,0.162000,0.051867
38,37,0,51.567729,29.558946,0.322000,0.078154
38,37,0,51.567729,29.558946,0.404000,0.091738
38,37,0,51.567729,29.558946,0.562000,0.116437
38,37,0,51.567729,29.558946,0.642000,0.133726
38,37,0,51.567729,29.558946,0.798000,0.154544
38,37,0,51.567729,29.558946,0.878000,0.162130
38,37,0,51.567729,29.558946,1.028000,0.188064
38,37,0,51.567729,29.558946,1.106000,0.204824
38,37,0,51.567729,29.558946,1.250000,0.211351
38,37,0,51.567729,29.558946,1.328000,0.218232
38,37,0,51.567729,29.558946,1.464000,0.243107
38,37,0,51.567729,29.558946,1.540000,0.240813
38,37,0,51.567729,29.558946,1.668000,0.279802
38,37,0,51.567729,29.558946,1.740000,0.298503
38,37,0,51.567729,29.558946,1.860000,0.311734
38,37,0,51.567729,29.558946,1.930000,0.296033
38,37,0,51.567729,29.558946,2.038000,0.332905
38,37,0,51.567729,29.558946,2.104000,0.360779
38,37,0,51.567729,29.558946,2.204000,0.342961
38,37,0,51.567729,29.558946,2.264000,0.387418
38,37,0,51.567729,29.558946,2.352000,0.401532
38,37,0,51.567729,29.558946,2.410000,0.392358
38,37,0,51.567729,29.558946,2.486000,0.416881
38,37,0,51.567729,29.558946,2.536000,0.464514
38,37,0,51.567729,29.558946,2.602000,0.440697
38,37,0,51.567729,29.558946,2.646000,0.516734
38,37,0,51.567729,29.558946,2.698000,0.519910
38,37,0,51.567729,29.558946,2.736000,0.556076
38,37,0,51.567729,29.558946,2.778000,0.560486
38,37,0,51.567729,29.558946,2.808000,0.582715
38,37,0,51.567729,29.558946,2.858000,0.685745
38,37,0,51.567729,29.558946,2.904000,0.807474
38,37,0,51.567729,29.558946,2.944000,0.650108
38,38,1,52.253751,30.000000,0.240000,0.096105
38,38,1,52.253751,30.000000,0.476000,0.170448
38,38,1,52.253751,30.000000,0.712000,0.219197
38,38,1,52.253751,30.000000,0.942000,0.239219
38,38,1,52.253751,30.000000,1.164000,0.312516
38,38,1,52.253751,30.000000,1.380000,0.367359
38,38,1,52.253751,30.000000,1.586000,0.407055
38,38,1,52.253751,30.000000,1.780000,0.414715
38,38,1,52.253751,30.000000,1.964000,0.479482
38,38,1,52.253751,30.000000,2.134000,0.443268
38,38,1,52.253751,30.000000,2.288000,0.539722
38,38,1,52.253751,30.000000,2.428000,0.532584
38,38,1,52.253751,30.000000,2.550000,0.616676
38,38,1,52.253751,30.000000,2.656000,0.605707
38,38,1,52.253751,30.000000,2.742000,0.690844
38,38,1,52.253751,30.000000,2.810000,0.737504
38,38,1,52.253751,30.000000,2.860000,0.836047
38,38,1,52.253751,30.000000,2.890000,0.966276
38,38,1,52.253751,30.000000,2.918000,0.735589
38,38,1,52.253751,30.000000,2.976000,0.629211
39,0,1,30.962631,0.000000,0.394000,0.124582
39,0,1,30.962631,0.000000,0.414000,0.154552
39,0,1,30.962631,0.000000,0.768000,0.196275
39,0,1,30.962631,0.000000,0.842000,0.260329
39,0,1,30.962631,0.000000,1.118000,0.226833
39,0,1,30.962631,0.000000,1.286000,0.389024
39,0,1,30.962631,0.000000,1.442000,0.260329
39,0,1,30.962631,0.000000,1.740000,0.590000
39,0,1,30.962631,0.000000,2.002000,0.388436
39,0,1,30.962631,0.000000,2.200000,0.751603
39,0,1,30.962631,0.000000,2.236000,0.481285
39,0,1,30.962631,0.000000,2.436000,0.450139
39,0,1,30.962631,0.000000,2.602000,0.435448
39,0,1,30.962631,0.000000,2.666000,1.423286
39,0,1,30.962631,0.000000,2.732000,0.643476
39,0,1,30.962631,0.000000,2.824000,0.666394
39,0,1,30.962631,0.000000,2.880000,0.687549
39,1,0,31.367124,1.255991,0.134000,0.075989
39,1,0,31.367124,1.255991,0.262000,0.113114
39,1,0,31.367124,1.255991,0.548000,0.161260
39,1,0,31.367124,1.255991,0.638000,0.189683
39,1,0,31.367124,1.255991,0.976000,0.294676
39,1,0,31.367124,1.255991,0.992000,0.292646
39,1,0,31.367124,1.255991,1.322000,0.232899
39,1,0,31.367124,1.255991,1.416000,0.428672
39,1,0,31.367124,1.255991,1.624000,0.331511
39,1,0,31.367124,1.255991,1.866000,0.581231
39,1,0,31.367124,1.255991,1.898000,0.442884
39,1,0,31.367124,1.255991,2.142000,0.393868
39,1,0,31.367124,1.255991,2.320000,0.841393
39,1,0,31.367124,1.255991,2.354000,0.528155
39,1,0,31.367124,1.255991,2.532000,0.503792
39,1,0,31.367124,1.255991,2.676000,0.509592
39,1,0,31.367124,1.255991,2.766000,1.478601
39,1,0,31.367124,1.255991,2.858000,0.819060
39,1,0,31.367124,1.255991,2.898000,1.018895
39,2,0,31.786302,2.479431,0.130000,0.069263
39,2,0,31.786302,2.479431,0.266000,0.116202
39,2,0,31.786302,2.479431,0.508000,0.147971
39,2,0,31.786302,2.479431,0.680000,0.181171
39,2,0,31.786302,2.479431,0.866000,0.215517
39,2,0,31.786302,2.479431,1.106000,0.279055
39,2,0,31.786302,2.479431,1.200000,0.273617
39,2,0,31.786302,2.479431,1.510000,0.266176
39,2,0,31.786302,2.479431,1.542000,0.496289
39,2,0,31.786302,2.479431,1.792000,0.318553
39,2,0,31.786302,2.479431,1.984000,0.597322
39,2,0,31.786302,2.479431,2.044000,0.430747
39,2,0,31.786302,2.479431,2.268000,0.375222
39,2,0,31.786302,2.479431,2.426000,0.866646
39,2,0,31.786302,2.479431,2.458000,0.597322
39,2,0,31.786302,2.479431,2.616000,0.526628
39,2,0,31.786302,2.479431,2.740000,0.512031
39,2,0,31.786302,2.479431,2.820000,1.383543
39,2,0,31.786302,2.479431,2.882000,0.822856
39,2,0,31.786302,2.479431,2.982000,0.829439
39,3,1,32.219593,3.670497,0.380000,0.111815
39,3,1,32.219593,3.670497,0.396000,0.167441
39,3,1,32.219593,3.670497,0.740000,0.184382
39,3,1,32.219593,3.670497,0.808000,0.262596
39,3,1,32.219593,3.670497,1.078000,0.226454
39,3,1,32.219593,3.670497,1.230000,0.340246
39,3,1,32.219593,3.670497,1.394000,0.291962
39,3,1,32.219593,3.670497,1.662000,0.493286
39,3,1,32.219593,3.670497,1.682000,0.393895
39,3,1,32.219593,3.670497,1.944000,0.352952
39,3,1,32.219593,3.670497,2.094000,0.625431
39,3,1,32.219593,3.670497,2.178000,0.399824
39,3,1,32.219593,3.670497,2.380000,0.392765
39,3,1,32.219593,3.670497,2.516000,0.830143
39,3,1,32.219593,3.670497,2.550000,0.575171
39,3,1,32.219593,3.670497,2.686000,0.547499
39,3,1,32.219593,3.670497,2.790000,0.578559
39,3,1,32.219593,3.670497,2.846000,1.050668
39,3,1,32.219593,3.670497,2.898000,0.914852
39,4,0,32.666434,4.829467,0.128000,0.067675
39,4,0,32.666434,4.829467,0.252000,0.096918
39,4,0,32.666434,4.829467,0.524000,0.167378
39,4,0,32.666434,4.829467,0.614000,0.177126
39,4,0,32.666434,4.829467,0.934000,0.233939
39,4,0,32.666434,4.829467,0.956000,0.257055
39,4,0,32.666434,4.829467,1.276000,0.248421
39,4,0,32.666434,4.829467,1.352000,0.408002
39,4,0,32.666434,4.829467,1.572000,0.305514
39,4,0,32.666434,4.829467,1.774000,0.485146
39,4,0,32.666434,4.829467,1.842000,0.391570
39,4,0,32.666434,4.829467,2.084000,0.381544
39,4,0,32.666434,4.829467,2.194000,0.679538
39,4,0,32.666434,4.829467,2.296000,0.462030
39,4,0,32.666434,4.829467,2.478000,0.459802
39,4,0,32.666434,4.829467,2.586000,0.787875
39,4,0,32.666434,4.829467,2.628000,0.597103
39,4,0,32.666434,4.829467,2.746000,0.579557
39,4,0,32.666434,4.829467,2.832000,0.606015
39,4,0,32.666434,4.829467,2.858000,1.113440
39,4,0,32.666434,4.829467,2.882000,0.861955
39,4,0,32.666434,4.829467,2.942000,0.988951
39,5,0,33.126277,5.956711,0.124000,0.060145
39,5,0,33.126277,5.956711,0.256000,0.088157
39,5,0,33.126277,5.956711,0.490000,0.114797
39,5,0,33.126277,5.956711,0.650000,0.201306
39,5,0,33.126277,5.956711,0.834000,0.198835
39,5,0,33.126277,5.956711,1.054000,0.280126
39,5,0,33.126277,5.956711,1.158000,0.251015
39,5,0,33.126277,5.956711,1.460000,0.272711
39,5,0,33.126277,5.956711,1.468000,0.408105
39,5,0,33.126277,5.956711,1.736000,0.310610
39,5,0,33.126277,5.956711,1.880000,0.533887
39,5,0,33.126277,5.956711,1.988000,0.350432
39,5,0,33.126277,5.956711,2.210000,0.374600
39,5,0,33.126277,5.956711,2.282000,0.717068
